DATE,INDPRO
1974-04-01,45.4865
1974-05-01,45.8299
1974-06-01,45.7552
1974-07-01,45.8280
1974-08-01,45.3423
1974-09-01,45.3551
1974-10-01,45.2077
1974-11-01,43.7312
1974-12-01,42.1667
1975-01-01,41.5880
1975-02-01,40.6296
1975-03-01,40.1811
1975-04-01,40.2600
1975-05-01,40.1391
1975-06-01,40.3939
1975-07-01,40.7910
1975-08-01,41.2089
1975-09-01,41.7455
1975-10-01,41.9223
1975-11-01,41.9745
1975-12-01,42.5521
1976-01-01,43.1271
1976-02-01,43.5561
1976-03-01,43.6464
1976-04-01,43.8709
1976-05-01,44.0550
1976-06-01,44.0988
1976-07-01,44.3519
1976-08-01,44.6538
1976-09-01,44.7817
1976-10-01,44.7830
1976-11-01,45.4764
1976-12-01,45.9469
1977-01-01,45.6487
1977-02-01,46.3805
1977-03-01,46.9566
1977-04-01,47.4185
1977-05-01,47.7834
1977-06-01,48.1403
1977-07-01,48.1927
1977-08-01,48.2499
1977-09-01,48.4515
1977-10-01,48.5177
1977-11-01,48.6111
1977-12-01,48.6743
1978-01-01,47.9744
1978-02-01,48.2322
1978-03-01,49.1693
1978-04-01,50.1546
1978-05-01,50.3971
1978-06-01,50.7005
1978-07-01,50.6512
1978-08-01,50.8676
1978-09-01,51.0077
1978-10-01,51.3902
1978-11-01,51.7810
1978-12-01,52.0449
1979-01-01,51.7484
1979-02-01,52.0053
1979-03-01,52.1613
1979-04-01,51.5654
1979-05-01,52.0022
1979-06-01,52.0080
1979-07-01,51.9231
1979-08-01,51.5966
1979-09-01,51.5842
1979-10-01,51.9405
1979-11-01,51.8626
1979-12-01,51.9025
1980-01-01,52.1712
1980-02-01,52.1976
1980-03-01,51.9834
1980-04-01,50.9746
1980-05-01,49.7086
1980-06-01,49.0754
1980-07-01,48.7001
1980-08-01,48.8535
1980-09-01,49.6791
1980-10-01,50.3058
1980-11-01,51.1348
1980-12-01,51.4875
1981-01-01,51.1668
1981-02-01,50.9509
1981-03-01,51.2066
1981-04-01,50.9711
1981-05-01,51.2645
1981-06-01,51.5247
1981-07-01,51.8727
1981-08-01,51.8156
1981-09-01,51.5692
1981-10-01,51.1851
1981-11-01,50.5914
1981-12-01,50.0530
1982-01-01,49.0358
1982-02-01,50.0309
1982-03-01,49.6876
1982-04-01,49.2266
1982-05-01,48.8924
1982-06-01,48.7588
1982-07-01,48.5887
1982-08-01,48.1582
1982-09-01,48.0164
1982-10-01,47.5710
1982-11-01,47.4235
1982-12-01,47.0712
1983-01-01,47.9518
1983-02-01,47.6648
1983-03-01,48.0540
1983-04-01,48.6536
1983-05-01,48.9668
1983-06-01,49.2510
1983-07-01,49.9861
1983-08-01,50.5862
1983-09-01,51.3227
1983-10-01,51.7140
1983-11-01,51.9425
1983-12-01,52.1897
1984-01-01,53.2371
1984-02-01,53.4741
1984-03-01,53.7313
1984-04-01,54.0454
1984-05-01,54.3263
1984-06-01,54.5095
1984-07-01,54.6658
1984-08-01,54.7307
1984-09-01,54.5783
1984-10-01,54.5549
1984-11-01,54.7400
1984-12-01,54.7733
1985-01-01,54.7203
1985-02-01,54.9100
1985-03-01,54.9841
1985-04-01,54.8853
1985-05-01,54.9520
1985-06-01,54.9269
1985-07-01,54.6420
1985-08-01,54.8269
1985-09-01,55.0447
1985-10-01,54.8418
1985-11-01,55.0381
1985-12-01,55.5958
1986-01-01,55.8793
1986-02-01,55.4963
1986-03-01,55.0970
1986-04-01,55.1600
1986-05-01,55.2556
1986-06-01,55.0449
1986-07-01,55.3725
1986-08-01,55.2845
1986-09-01,55.4459
1986-10-01,55.6766
1986-11-01,55.8828
1986-12-01,56.4269
1987-01-01,56.2123
1987-02-01,56.9589
1987-03-01,57.0365
1987-04-01,57.3995
1987-05-01,57.7653
1987-06-01,58.0726
1987-07-01,58.4772
1987-08-01,58.9076
1987-09-01,59.1237
1987-10-01,59.9408
1987-11-01,60.2323
1987-12-01,60.5629
1988-01-01,60.5640
1988-02-01,60.8632
1988-03-01,61.0006
1988-04-01,61.3536
1988-05-01,61.2454
1988-06-01,61.4107
1988-07-01,61.4169
1988-08-01,61.7365
1988-09-01,61.5395
1988-10-01,61.7996
1988-11-01,61.9552
1988-12-01,62.2362
1989-01-01,62.4165
1989-02-01,62.1423
1989-03-01,62.3049
1989-04-01,62.2966
1989-05-01,61.9483
1989-06-01,61.9423
1989-07-01,61.3334
1989-08-01,61.9394
1989-09-01,61.7394
1989-10-01,61.6605
1989-11-01,61.8627
1989-12-01,62.2192
1990-01-01,61.9021
1990-02-01,62.4640
1990-03-01,62.7645
1990-04-01,62.6499
1990-05-01,62.8126
1990-06-01,63.0256
1990-07-01,62.9353
1990-08-01,63.1720
1990-09-01,63.1832
1990-10-01,62.7886
1990-11-01,62.0154
1990-12-01,61.5915
1991-01-01,61.3624
1991-02-01,60.9255
1991-03-01,60.5853
1991-04-01,60.7604
1991-05-01,61.3572
1991-06-01,61.8396
1991-07-01,62.0065
1991-08-01,62.0141
1991-09-01,62.5457
1991-10-01,62.4572
1991-11-01,62.3710
1991-12-01,62.0999
1992-01-01,61.7744
1992-02-01,62.2167
1992-03-01,62.7223
1992-04-01,63.1981
1992-05-01,63.4008
1992-06-01,63.4358
1992-07-01,64.0130
1992-08-01,63.6652
1992-09-01,63.8563
1992-10-01,64.3089
1992-11-01,64.5630
1992-12-01,64.6477
1993-01-01,64.9199
1993-02-01,65.2156
1993-03-01,65.1605
1993-04-01,65.3503
1993-05-01,65.0993
1993-06-01,65.2428
1993-07-01,65.3988
1993-08-01,65.3265
1993-09-01,65.6562
1993-10-01,66.1632
1993-11-01,66.4831
1993-12-01,66.8399
1994-01-01,67.0596
1994-02-01,67.1060
1994-03-01,67.7792
1994-04-01,68.1906
1994-05-01,68.5136
1994-06-01,68.9608
1994-07-01,69.0536
1994-08-01,69.5074
1994-09-01,69.7304
1994-10-01,70.2734
1994-11-01,70.7471
1994-12-01,71.4653
1995-01-01,71.5873
1995-02-01,71.4827
1995-03-01,71.5962
1995-04-01,71.4939
1995-05-01,71.8245
1995-06-01,72.0577
1995-07-01,71.7421
1995-08-01,72.6863
1995-09-01,72.9890
1995-10-01,72.8743
1995-11-01,73.0432
1995-12-01,73.3148
1996-01-01,72.9017
1996-02-01,73.9550
1996-03-01,73.8546
1996-04-01,74.6152
1996-05-01,75.1500
1996-06-01,75.7190
1996-07-01,75.7189
1996-08-01,76.0875
1996-09-01,76.5959
1996-10-01,76.5662
1996-11-01,77.2493
1996-12-01,77.7342
1997-01-01,77.8711
1997-02-01,78.7993
1997-03-01,79.2746
1997-04-01,79.3464
1997-05-01,79.7730
1997-06-01,80.1365
1997-07-01,80.7798
1997-08-01,81.6119
1997-09-01,82.4022
1997-10-01,83.1064
1997-11-01,83.7534
1997-12-01,84.1331
1998-01-01,84.5113
1998-02-01,84.6409
1998-03-01,84.6684
1998-04-01,84.9827
1998-05-01,85.5129
1998-06-01,84.9980
1998-07-01,84.6664
1998-08-01,86.4183
1998-09-01,86.3287
1998-10-01,86.9767
1998-11-01,86.9005
1998-12-01,87.2514
1999-01-01,87.6357
1999-02-01,88.1298
1999-03-01,88.2987
1999-04-01,88.4947
1999-05-01,89.0447
1999-06-01,88.9802
1999-07-01,89.5155
1999-08-01,89.8984
1999-09-01,89.4960
1999-10-01,90.6725
1999-11-01,91.1438
1999-12-01,91.8444
2000-01-01,91.7942
2000-02-01,92.1272
2000-03-01,92.4733
2000-04-01,93.0619
2000-05-01,93.3427
2000-06-01,93.3908
2000-07-01,93.2040
2000-08-01,92.9637
2000-09-01,93.3533
2000-10-01,93.0019
2000-11-01,93.0137
2000-12-01,92.7388
2001-01-01,92.2054
2001-02-01,91.5813
2001-03-01,91.3567
2001-04-01,91.0720
2001-05-01,90.5335
2001-06-01,90.0322
2001-07-01,89.4778
2001-08-01,89.3838
2001-09-01,88.9262
2001-10-01,88.6365
2001-11-01,88.1058
2001-12-01,88.0897
2002-01-01,88.6706
2002-02-01,88.6723
2002-03-01,89.3624
2002-04-01,89.7933
2002-05-01,90.1629
2002-06-01,90.9078
2002-07-01,90.8761
2002-08-01,90.7850
2002-09-01,90.8931
2002-10-01,90.6289
2002-11-01,91.1366
2002-12-01,90.6374
2003-01-01,91.3852
2003-02-01,91.4940
2003-03-01,91.2210
2003-04-01,90.6448
2003-05-01,90.6163
2003-06-01,90.7372
2003-07-01,91.2028
2003-08-01,91.0119
2003-09-01,91.6355
2003-10-01,91.7372
2003-11-01,92.3505
2003-12-01,92.4019
2004-01-01,92.5643
2004-02-01,93.1092
2004-03-01,92.7403
2004-04-01,93.1255
2004-05-01,93.7970
2004-06-01,93.0677
2004-07-01,93.7646
2004-08-01,93.8516
2004-09-01,93.9393
2004-10-01,94.8012
2004-11-01,95.0379
2004-12-01,95.7433
2005-01-01,96.1164
2005-02-01,96.8200
2005-03-01,96.6725
2005-04-01,96.8638
2005-05-01,96.9622
2005-06-01,97.3530
2005-07-01,97.0425
2005-08-01,97.3856
2005-09-01,95.5090
2005-10-01,96.6445
2005-11-01,97.6736
2005-12-01,98.2108
2006-01-01,98.3353
2006-02-01,98.3412
2006-03-01,98.5915
2006-04-01,98.9042
2006-05-01,98.8999
2006-06-01,99.2090
2006-07-01,99.1473
2006-08-01,99.5815
2006-09-01,99.4133
2006-10-01,99.2931
2006-11-01,99.2376
2006-12-01,100.2526
2007-01-01,99.8600
2007-02-01,100.8096
2007-03-01,101.0257
2007-04-01,101.7497
2007-05-01,101.8148
2007-06-01,101.8424
2007-07-01,101.7209
2007-08-01,101.9639
2007-09-01,102.2023
2007-10-01,101.8873
2007-11-01,102.4717
2007-12-01,102.4621
2008-01-01,102.3148
2008-02-01,101.9384
2008-03-01,101.5904
2008-04-01,100.9098
2008-05-01,100.3073
2008-06-01,100.0853
2008-07-01,99.6124
2008-08-01,98.0601
2008-09-01,93.8451
2008-10-01,94.7036
2008-11-01,93.4737
2008-12-01,90.8250
2009-01-01,88.5830
2009-02-01,88.0069
2009-03-01,86.6045
2009-04-01,85.9406
2009-05-01,85.0635
2009-06-01,84.7841
2009-07-01,85.7471
2009-08-01,86.7094
2009-09-01,87.4072
2009-10-01,87.6595
2009-11-01,88.0061
2009-12-01,88.2819
2010-01-01,89.2744
2010-02-01,89.5648
2010-03-01,90.2296
2010-04-01,90.5689
2010-05-01,91.8247
2010-06-01,92.0070
2010-07-01,92.3967
2010-08-01,92.7118
2010-09-01,92.9252
2010-10-01,92.7115
2010-11-01,92.7535
2010-12-01,93.6492
2011-01-01,93.4768
2011-02-01,93.0617
2011-03-01,94.0244
2011-04-01,93.7011
2011-05-01,93.8490
2011-06-01,94.0844
2011-07-01,94.5881
2011-08-01,95.1605
2011-09-01,95.0855
2011-10-01,95.6902
2011-11-01,95.7307
2011-12-01,96.2047
2012-01-01,96.7772
2012-02-01,97.0510
2012-03-01,96.5714
2012-04-01,97.3139
2012-05-01,97.4669
2012-06-01,97.4577
2012-07-01,97.6786
2012-08-01,97.2842
2012-09-01,97.2295
2012-10-01,97.5344
2012-11-01,97.9837
2012-12-01,98.2122
2013-01-01,98.1664
2013-02-01,98.6458
2013-03-01,99.0597
2013-04-01,98.9927
2013-05-01,99.0726
2013-06-01,99.2065
2013-07-01,98.9204
2013-08-01,99.4996
2013-09-01,100.0568
2013-10-01,99.9168
2013-11-01,100.1762
2013-12-01,100.3658
2014-01-01,100.0380
2014-02-01,100.7918
2014-03-01,101.7782
2014-04-01,101.8337
2014-05-01,102.2325
2014-06-01,102.5722
2014-07-01,102.8479
2014-08-01,102.6491
2014-09-01,102.9858
2014-10-01,102.9911
2014-11-01,103.6669
2014-12-01,103.6139
2015-01-01,102.8479
2015-02-01,102.2292
2015-03-01,101.8945
2015-04-01,101.2859
2015-05-01,100.8408
2015-06-01,100.5063
2015-07-01,101.1831
2015-08-01,100.9115
2015-09-01,100.5680
2015-10-01,100.1588
2015-11-01,99.4099
2015-12-01,98.8329
2016-01-01,99.4797
