DATE,SP500
1991-08-01,395.42999267578125
1991-09-01,387.8599853515625
1991-10-01,392.45001220703125
1991-11-01,375.2200012207031
1991-12-01,417.0899963378906
1992-01-01,408.7799987792969
1992-02-01,412.70001220703125
1992-03-01,403.69000244140625
1992-04-01,414.95001220703125
1992-05-01,415.3500061035156
1992-06-01,408.1400146484375
1992-07-01,424.2099914550781
1992-08-01,414.0299987792969
1992-09-01,417.79998779296875
1992-10-01,418.67999267578125
1992-11-01,431.3500061035156
1992-12-01,435.7099914550781
1993-01-01,438.7799987792969
1993-02-01,443.3800048828125
1993-03-01,451.6700134277344
1993-04-01,440.19000244140625
1993-05-01,450.19000244140625
1993-06-01,450.5299987792969
1993-07-01,448.1300048828125
1993-08-01,463.55999755859375
1993-09-01,458.92999267578125
1993-10-01,467.8299865722656
1993-11-01,461.7900085449219
1993-12-01,466.45001220703125
1994-01-01,481.6099853515625
1994-02-01,467.1400146484375
1994-03-01,445.7699890136719
1994-04-01,450.9100036621094
1994-05-01,456.5
1994-06-01,444.2699890136719
1994-07-01,458.260009765625
1994-08-01,475.489990234375
1994-09-01,462.7099914550781
1994-10-01,472.3500061035156
1994-11-01,453.69000244140625
1994-12-01,459.2699890136719
1995-01-01,470.4200134277344
1995-02-01,487.3900146484375
1995-03-01,500.7099914550781
1995-04-01,514.7100219726562
1995-05-01,533.4000244140625
1995-06-01,544.75
1995-07-01,562.0599975585938
1995-08-01,561.8800048828125
1995-09-01,584.4099731445312
1995-10-01,581.5
1995-11-01,605.3699951171875
1995-12-01,615.9299926757812
1996-01-01,636.02001953125
1996-02-01,640.4299926757812
1996-03-01,645.5
1996-04-01,654.1699829101562
1996-05-01,669.1199951171875
1996-06-01,670.6300048828125
1996-07-01,639.9500122070312
1996-08-01,651.989990234375
1996-09-01,687.3300170898438
1996-10-01,705.27001953125
1996-11-01,757.02001953125
1996-12-01,740.739990234375
1997-01-01,786.1599731445312
1997-02-01,790.8200073242188
1997-03-01,757.1199951171875
1997-04-01,801.3400268554688
1997-05-01,848.280029296875
1997-06-01,885.1400146484375
1997-07-01,954.3099975585938
1997-08-01,899.469970703125
1997-09-01,947.280029296875
1997-10-01,914.6199951171875
1997-11-01,955.4000244140625
1997-12-01,970.4299926757812
1998-01-01,980.280029296875
1998-02-01,1049.3399658203125
1998-03-01,1101.75
1998-04-01,1111.75
1998-05-01,1090.8199462890625
1998-06-01,1133.8399658203125
1998-07-01,1120.6700439453125
1998-08-01,957.280029296875
1998-09-01,1017.010009765625
1998-10-01,1098.6700439453125
1998-11-01,1163.6300048828125
1998-12-01,1229.22998046875
1999-01-01,1279.6400146484375
1999-02-01,1238.3299560546875
1999-03-01,1286.3699951171875
1999-04-01,1335.1800537109375
1999-05-01,1301.8399658203125
1999-06-01,1372.7099609375
1999-07-01,1328.719970703125
1999-08-01,1320.4100341796875
1999-09-01,1282.7099609375
1999-10-01,1362.9300537109375
1999-11-01,1388.9100341796875
1999-12-01,1469.25
2000-01-01,1394.4599609375
2000-02-01,1366.4200439453125
2000-03-01,1498.5799560546875
2000-04-01,1452.4300537109375
2000-05-01,1420.5999755859375
2000-06-01,1454.5999755859375
2000-07-01,1430.8299560546875
2000-08-01,1517.6800537109375
2000-09-01,1436.510009765625
2000-10-01,1429.4000244140625
2000-11-01,1314.949951171875
2000-12-01,1320.280029296875
2001-01-01,1366.010009765625
2001-02-01,1239.93994140625
2001-03-01,1160.3299560546875
2001-04-01,1249.4599609375
2001-05-01,1255.8199462890625
2001-06-01,1224.3800048828125
2001-07-01,1211.22998046875
2001-08-01,1133.5799560546875
2001-09-01,1040.93994140625
2001-10-01,1059.780029296875
2001-11-01,1139.449951171875
2001-12-01,1148.0799560546875
2002-01-01,1130.199951171875
2002-02-01,1106.72998046875
2002-03-01,1147.3900146484375
2002-04-01,1076.9200439453125
2002-05-01,1067.1400146484375
2002-06-01,989.8200073242188
2002-07-01,911.6199951171875
2002-08-01,916.0700073242188
2002-09-01,815.280029296875
2002-10-01,885.760009765625
2002-11-01,936.3099975585938
2002-12-01,879.8200073242188
2003-01-01,855.7000122070312
2003-02-01,841.1500244140625
2003-03-01,848.1799926757812
2003-04-01,916.9199829101562
2003-05-01,963.5900268554688
2003-06-01,974.5
2003-07-01,990.3099975585938
2003-08-01,1008.010009765625
2003-09-01,995.969970703125
2003-10-01,1050.7099609375
2003-11-01,1058.199951171875
2003-12-01,1111.9200439453125
2004-01-01,1131.1300048828125
2004-02-01,1144.93994140625
2004-03-01,1126.2099609375
2004-04-01,1107.300048828125
2004-05-01,1120.6800537109375
2004-06-01,1140.8399658203125
2004-07-01,1101.719970703125
2004-08-01,1104.239990234375
2004-09-01,1114.5799560546875
2004-10-01,1130.199951171875
2004-11-01,1173.8199462890625
2004-12-01,1211.9200439453125
2005-01-01,1181.27001953125
2005-02-01,1203.5999755859375
2005-03-01,1180.5899658203125
2005-04-01,1156.8499755859375
2005-05-01,1191.5
2005-06-01,1191.3299560546875
2005-07-01,1234.1800537109375
2005-08-01,1220.3299560546875
2005-09-01,1228.81005859375
2005-10-01,1207.010009765625
2005-11-01,1249.47998046875
2005-12-01,1248.2900390625
2006-01-01,1280.0799560546875
2006-02-01,1280.6600341796875
2006-03-01,1294.8699951171875
2006-04-01,1310.6099853515625
2006-05-01,1270.0899658203125
2006-06-01,1270.199951171875
2006-07-01,1276.6600341796875
2006-08-01,1303.8199462890625
2006-09-01,1335.8499755859375
2006-10-01,1377.93994140625
2006-11-01,1400.6300048828125
2006-12-01,1418.300048828125
2007-01-01,1438.239990234375
2007-02-01,1406.8199462890625
2007-03-01,1420.8599853515625
2007-04-01,1482.3699951171875
2007-05-01,1530.6199951171875
2007-06-01,1503.3499755859375
2007-07-01,1455.27001953125
2007-08-01,1473.989990234375
2007-09-01,1526.75
2007-10-01,1549.3800048828125
2007-11-01,1481.1400146484375
2007-12-01,1468.3599853515625
2008-01-01,1378.550048828125
2008-02-01,1330.6300048828125
2008-03-01,1322.699951171875
2008-04-01,1385.5899658203125
2008-05-01,1400.3800048828125
2008-06-01,1280.0
2008-07-01,1267.3800048828125
2008-08-01,1282.8299560546875
2008-09-01,1166.3599853515625
2008-10-01,968.75
2008-11-01,896.239990234375
2008-12-01,903.25
2009-01-01,825.8800048828125
2009-02-01,735.0900268554688
2009-03-01,797.8699951171875
2009-04-01,872.8099975585938
2009-05-01,919.1400146484375
2009-06-01,919.3200073242188
2009-07-01,987.47998046875
2009-08-01,1020.6199951171875
2009-09-01,1057.0799560546875
2009-10-01,1036.18994140625
2009-11-01,1095.6300048828125
2009-12-01,1115.0999755859375
2010-01-01,1073.8699951171875
2010-02-01,1104.489990234375
2010-03-01,1169.4300537109375
2010-04-01,1186.68994140625
2010-05-01,1089.4100341796875
2010-06-01,1030.7099609375
2010-07-01,1101.5999755859375
2010-08-01,1049.3299560546875
2010-09-01,1141.199951171875
2010-10-01,1183.260009765625
2010-11-01,1180.550048828125
2010-12-01,1257.6400146484375
2011-01-01,1286.1199951171875
2011-02-01,1327.219970703125
2011-03-01,1325.8299560546875
2011-04-01,1363.6099853515625
2011-05-01,1345.199951171875
2011-06-01,1320.6400146484375
2011-07-01,1292.280029296875
2011-08-01,1218.8900146484375
2011-09-01,1131.4200439453125
2011-10-01,1253.300048828125
2011-11-01,1246.9599609375
2011-12-01,1257.5999755859375
2012-01-01,1312.4100341796875
2012-02-01,1365.6800537109375
2012-03-01,1408.469970703125
2012-04-01,1397.9100341796875
2012-05-01,1310.3299560546875
2012-06-01,1362.1600341796875
2012-07-01,1379.3199462890625
2012-08-01,1406.5799560546875
2012-09-01,1440.6700439453125
2012-10-01,1412.1600341796875
2012-11-01,1416.1800537109375
2012-12-01,1426.18994140625
2013-01-01,1498.1099853515625
2013-02-01,1514.6800537109375
2013-03-01,1569.18994140625
2013-04-01,1597.5699462890625
2013-05-01,1630.739990234375
2013-06-01,1606.280029296875
2013-07-01,1685.72998046875
2013-08-01,1632.969970703125
2013-09-01,1681.550048828125
2013-10-01,1756.5400390625
2013-11-01,1805.81005859375
2013-12-01,1848.3599853515625
2014-01-01,1782.5899658203125
2014-02-01,1859.449951171875
2014-03-01,1872.3399658203125
2014-04-01,1883.949951171875
2014-05-01,1923.5699462890625
2014-06-01,1960.22998046875
2014-07-01,1930.6700439453125
2014-08-01,2003.3699951171875
2014-09-01,1972.2900390625
2014-10-01,2018.050048828125
2014-11-01,2067.56005859375
2014-12-01,2058.89990234375
2015-01-01,1994.989990234375
2015-02-01,2104.5
2015-03-01,2067.889892578125
2015-04-01,2085.510009765625
2015-05-01,2107.389892578125
2015-06-01,2063.110107421875
2015-07-01,2103.840087890625
2015-08-01,1972.1800537109375
2015-09-01,1920.030029296875
2015-10-01,2079.360107421875
2015-11-01,2080.409912109375
2015-12-01,2043.93994140625
2016-01-01,1940.239990234375
2016-02-01,1932.22998046875
2016-03-01,2059.739990234375
2016-04-01,2065.300048828125
2016-05-01,2096.949951171875
2016-06-01,2098.860107421875
2016-07-01,2173.60009765625
2016-08-01,2170.949951171875
2016-09-01,2168.27001953125
2016-10-01,2126.14990234375
2016-11-01,2198.81005859375
2016-12-01,2238.830078125
2017-01-01,2278.8701171875
2017-02-01,2363.639892578125
2017-03-01,2362.719970703125
2017-04-01,2384.199951171875
2017-05-01,2411.800048828125
2017-06-01,2423.409912109375
2017-07-01,2470.300048828125
2017-08-01,2471.64990234375
2017-09-01,2519.360107421875
2017-10-01,2575.260009765625
2017-11-01,2647.580078125
2017-12-01,2673.610107421875
2018-01-01,2823.81005859375
2018-02-01,2713.830078125
2018-03-01,2640.8701171875
2018-04-01,2648.050048828125
2018-05-01,2705.27001953125
2018-06-01,2718.3701171875
2018-07-01,2816.2900390625
2018-08-01,2901.52001953125
2018-09-01,2913.97998046875
2018-10-01,2711.739990234375
2018-11-01,2760.169921875
2018-12-01,2506.85009765625
2019-01-01,2704.10009765625
2019-02-01,2784.489990234375
2019-03-01,2834.39990234375
2019-04-01,2945.830078125
2019-05-01,2752.06005859375
2019-06-01,2941.760009765625
2019-07-01,2980.3798828125
2019-08-01,2926.4599609375
2019-09-01,2976.739990234375
2019-10-01,3037.56005859375
2019-11-01,3140.97998046875
2019-12-01,3230.780029296875
2020-01-01,3225.52001953125
2020-02-01,2954.219970703125
2020-03-01,2584.590087890625
2020-04-01,2912.429931640625
2020-05-01,3044.31005859375
2020-06-01,3100.2900390625
2020-07-01,3271.1201171875
2020-08-01,3500.31005859375
2020-09-01,3363.0
2020-10-01,3269.9599609375
2020-11-01,3621.6298828125
2020-12-01,3756.070068359375
2021-01-01,3714.239990234375
2021-02-01,3811.14990234375
2021-03-01,3972.889892578125
2021-04-01,4181.169921875
2021-05-01,4204.10986328125
2021-06-01,4297.5
2021-07-01,4395.259765625
2021-08-01,4522.68017578125
2021-09-01,4307.5400390625
2021-10-01,4605.3798828125
2021-11-01,4567.0
2021-12-01,4766.18017578125
2022-01-01,4515.5498046875
2022-02-01,4373.93994140625
2022-03-01,4530.41015625
2022-04-01,4131.93017578125
2022-05-01,4132.14990234375
